,Episode,Duration,Slots,Score,Epsilon,min_loss,c&c,audio,video,be
72,72,1.3986000000133032,675,293.0,0.9963565622322982,296.1328430175781,172,42,10,600
73,73,1.2690000000120705,336,137.0,0.9963067444041865,310.1499938964844,79,23,6,500
74,74,1.4454000000137484,312,362.0,0.9962569290669664,305.35211181640625,183,47,12,600
75,75,1.2150000000115568,408,285.0,0.9962071162205131,295.77972412109375,139,42,9,600
76,76,1.1088000000105467,669,160.0,0.9961573058647021,295.82391357421875,135,32,8,500
77,77,2.0394000000193984,225,213.0,0.9961074979994089,254.5992431640625,125,32,8,590
78,78,1.8306000000174123,378,211.0,0.9960576926245089,311.40966796875,104,21,6,600
79,79,1.321200000012567,810,245.0,0.9960078897398777,275.7506103515625,108,30,8,600
80,80,1.3626000000129608,411,226.0,0.9959580893453908,312.7105407714844,118,30,7,600
81,81,1.0134000000096393,201,347.0,0.9959082914409235,335.5140380859375,197,40,10,600
82,82,1.1844000000112658,312,157.0,0.9958584960263515,308.8271484375,7,26,7,600
83,83,1.618200000015392,813,216.0,0.9958087031015501,305.35394287109375,130,28,8,600
84,84,1.780200000016933,813,278.0,0.995758912666395,283.17620849609375,112,38,9,600
85,85,1.66320000001582,810,162.0,0.9957091247207618,284.4987487792969,42,17,5,600
86,86,1.1538000000109747,279,209.0,0.9956593392645258,287.28057861328125,97,30,8,600
87,87,0.8802000000083723,213,208.0,0.9956095562975625,289.3399353027344,79,24,6,600
88,88,1.8900000000179773,684,248.2,0.9955597758197476,301.97247314453125,152,37,9,501
89,89,0.8946000000085093,228,291.0,0.9955099978309566,278.5012512207031,120,42,10,600
90,90,1.4580000000138682,408,137.0,0.9954602223310651,278.7154846191406,60,20,7,500
91,91,1.2564000000119506,312,206.0,0.9954104493199486,304.3375244140625,121,28,7,600
92,92,1.290600000012276,168,328.0,0.9953606787974826,268.9465637207031,158,41,9,600
93,93,1.5137999999986391,678,224.0,0.9953109107635427,299.11871337890625,85,32,9,600
94,94,1.6415999999767337,288,280.0,0.9952611452180046,314.5921630859375,114,37,11,600
95,95,1.2149999999827799,813,134.0,0.9952113821607437,283.7766418457031,40,11,5,600
96,96,0.802799999988622,312,231.0,0.9951616215916357,280.15386962890625,91,33,8,600
97,97,1.0691999999848463,432,138.0,0.9951118635105561,293.11669921875,42,13,4,600
98,98,1.0295999999854075,288,246.0,0.9950621079173806,294.901611328125,86,33,8,600
99,99,1.823399999974157,675,213.0,0.9950123548119847,291.7694091796875,82,26,6,600
100,100,1.189799999983137,198,226.0,0.9949626041942441,278.32037353515625,94,25,9,600
101,101,1.4543999999793868,387,209.8,0.9949128560640343,296.3835754394531,118,44,10,599
102,102,1.1501999999836983,411,317.0,0.9948631104212311,302.85870361328125,144,43,11,600
103,103,0.7253999999897189,111,112.0,0.99481336726571,274.6551513671875,40,10,2,600
104,104,1.0727999999847952,291,130.0,0.9947636265973467,270.945556640625,80,16,4,600
105,105,1.2977999999816063,348,320.0,0.9947138884160168,262.68511962890625,150,40,10,600
106,106,0.788399999988826,309,164.0,0.994664152721596,314.77191162109375,42,18,6,600
107,107,1.8593999999736468,684,358.0,0.9946144195139599,268.4687194824219,230,46,12,600
108,108,1.6235999999769888,669,180.6,0.9945646887929842,281.521484375,171,43,11,378
109,109,1.447199999979489,168,265.0,0.9945149605585446,265.65020751953125,146,40,9,600
110,110,1.3715999999805604,387,302.0,0.9944652348105166,300.5406188964844,136,38,9,600
111,111,0.7775999999889791,168,213.0,0.994415511548776,279.5788879394531,83,25,6,600
112,112,1.5011999999787236,678,237.0,0.9943657907731986,288.2569580078125,119,39,11,600
113,113,1.4309999999797185,813,249.0,0.9943160724836599,256.7792663574219,130,40,11,600
114,114,1.4111999999799991,801,216.0,0.9942663566800357,300.12109375,108,37,9,600
115,115,0.799199999988673,228,224.0,0.9942166433622017,285.18206787109375,87,31,8,600
116,116,1.2095999999828564,222,233.0,0.9941669325300336,260.4254150390625,99,27,7,600
117,117,0.9899999999859688,312,315.0,0.9941172241834071,282.86004638671875,141,45,10,600
118,118,0.8711999999876525,168,188.0,0.994067518322198,290.1859130859375,74,36,9,600
119,119,1.4741999999791062,813,123.0,0.9940178149462818,267.8448791503906,52,8,3,600
120,120,1.44359999997954,675,251.0,0.9939681140555345,286.67364501953125,134,39,10,600
121,121,1.2293999999825758,312,281.4,0.9939184156498317,262.34039306640625,163,40,10,597
122,122,1.1303999999839789,171,329.8,0.9938687197290492,278.30560302734375,202,46,12,599
123,123,1.200599999982984,219,53.0,0.9938190262930627,273.7145690917969,127,29,8,333
124,124,1.6487999999766316,810,61.6,0.993769335341748,239.16761779785156,40,9,4,498
125,125,1.4021999999801267,168,222.0,0.9937196468749809,282.93426513671875,88,28,7,600
126,126,1.749599999975203,375,122.0,0.9936699608926371,302.8690185546875,74,13,5,600
127,127,1.6865999999760959,675,300.0,0.9936202773945926,294.88330078125,200,40,10,600
128,128,1.259999999982142,435,130.0,0.9935705963807229,277.55780029296875,71,15,5,600
129,129,1.4813999999790042,204,275.0,0.9935209178509038,284.7581481933594,107,39,10,600
130,130,1.9259999999727029,108,202.0,0.9934712418050112,283.36700439453125,124,33,8,540
131,131,1.918799999972805,678,286.0,0.9934215682429209,262.6842346191406,165,41,11,600
132,132,1.1375999999838768,300,241.0,0.9933718971645088,294.51739501953125,103,30,8,600
133,133,1.580399999977601,414,232.0,0.9933222285696506,263.7980651855469,97,28,9,600
134,134,1.5407999999781623,411,310.0,0.9932725624582222,249.9374542236328,186,43,11,600
135,135,1.6001999999773204,810,187.0,0.9932228988300993,270.1313781738281,121,29,7,500
136,136,0.9665999999863004,384,250.0,0.9931732376851578,261.5683288574219,83,39,11,600
137,137,1.4831999999789787,768,156.0,0.9931235790232735,263.151611328125,50,22,5,600
138,138,1.4525999999794124,678,135.4,0.9930739228443224,266.83795166015625,80,20,5,502
139,139,1.2725999999819635,381,144.0,0.9930242691481802,271.49798583984375,21,20,6,600
140,140,1.3391999999810196,348,244.0,0.9929746179347227,259.0648193359375,86,31,9,600
141,141,1.4165999999799226,222,359.0,0.992924969203826,274.38623046875,230,47,12,600
142,142,1.2833999999818104,678,285.0,0.9928753229553658,249.14361572265625,122,34,9,600
143,143,0.9989999999858412,120,232.0,0.992825679189218,278.62255859375,200,42,10,400
144,144,1.3697999999805859,282,192.8,0.9927760379052586,272.9151916503906,85,32,7,599
145,145,1.6433999999767082,312,248.0,0.9927263991033634,262.6441650390625,114,27,9,600
146,146,1.6127999999771419,105,208.0,0.9926767627834082,292.12066650390625,133,36,9,500
147,147,1.2347999999824992,279,200.0,0.992627128945269,270.38323974609375,71,24,5,600
148,148,1.6883999999760704,120,163.4,0.9925774975888217,273.1495666503906,130,43,11,402
149,149,1.4507999999794379,378,292.0,0.9925278687139423,266.14849853515625,168,44,11,600
150,150,2.0195999999713763,219,215.0,0.9924782423205066,256.3485107421875,146,31,8,500
151,151,0.8153999999884434,126,109.0,0.9924286184083906,255.41387939453125,8,18,4,600
152,152,1.1447999999837748,381,182.0,0.9923789969774701,239.6550750732422,80,18,4,600
153,153,1.6973999999759428,678,60.0,0.9923293780276212,261.68731689453125,0,0,0,600
154,154,0.7865999999888516,414,220.0,0.9922797615587199,234.72340393066406,85,28,9,600
155,155,1.5227999999784174,912,146.4,0.992230147570642,256.1044006347656,95,30,7,522
156,156,1.351799999980841,312,180.0,0.9921805360632635,231.83645629882812,51,24,6,600
157,157,1.366199999980637,210,302.0,0.9921309270364603,266.37384033203125,152,41,10,600
158,158,1.1681999999834431,171,229.0,0.9920813204901086,270.9079284667969,94,28,7,600
159,159,1.020599999985535,135,226.0,0.992031716424084,238.16024780273438,142,42,11,500
160,160,1.5317999999782899,225,255.0,0.9919821148382628,286.81585693359375,132,44,11,600
161,161,1.0331999999853565,213,205.0,0.991932515732521,266.226318359375,80,20,5,600
162,162,1.2131999999828054,342,134.0,0.9918829191067343,252.3914794921875,51,19,6,600
163,163,1.3031999999815298,309,322.0,0.991833324960779,263.59027099609375,155,38,10,600
164,164,1.4615999999792848,813,360.0,0.991783733294531,268.11236572265625,184,45,11,600
165,165,1.0691999999848463,168,242.0,0.9917341441078662,268.9373779296875,83,33,8,600
166,166,1.3229999999812492,282,183.0,0.9916845574006609,261.27764892578125,46,30,9,600
167,167,1.3769999999804838,378,286.0,0.9916349731727908,264.03057861328125,136,40,11,600
168,168,1.6253999999769633,768,68.0,0.9915853914241322,260.31890869140625,67,8,3,600
169,169,1.2725999999819635,402,199.0,0.991535812154561,261.734619140625,89,24,6,600
170,170,1.4129999999799736,675,182.0,0.9914862353639533,263.08294677734375,112,32,9,600
171,171,1.5011999999787236,810,255.0,0.9914366610521851,260.6248474121094,117,31,7,600
172,172,0.872999999987627,213,287.0,0.9913870892191324,266.06842041015625,125,33,10,600
173,173,1.3067999999814788,684,239.0,0.9913375198646714,248.47789001464844,121,31,7,600
174,174,1.5083999999786215,225,239.0,0.9912879529886782,275.0321044921875,123,37,9,600
175,175,1.6127999999771419,411,195.0,0.9912383885910288,272.5711975097656,99,29,7,600
176,176,1.3535999999808155,612,109.8,0.9911888266715992,255.42987060546875,91,23,6,599
177,177,1.6847999999761214,672,177.8,0.9911392672302657,269.72259521484375,109,26,7,579
178,178,1.2203999999827033,387,279.0,0.9910897102669042,267.56201171875,111,40,11,600
179,179,0.872999999987627,312,247.0,0.9910401557813908,256.39385986328125,127,41,10,600
180,180,1.1375999999838768,171,374.0,0.9909906037736017,262.9658203125,200,43,11,600
181,181,1.3535999999808155,117,263.0,0.990941054243413,251.7955780029297,144,40,10,500
182,182,1.4939999999788256,414,160.0,0.9908915071907008,275.2401123046875,109,16,5,600
183,183,1.2023999999829584,225,213.0,0.9908419626153413,279.85296630859375,85,23,6,600
184,184,1.8917999999731876,813,351.0,0.9907924205172105,239.39979553222656,222,47,12,600
185,185,1.6073999999772184,384,332.0,0.9907428808961847,267.373779296875,156,46,11,600
186,186,1.2293999999825758,222,250.0,0.9906933437521399,275.93017578125,86,35,10,600
187,187,1.0709999999848208,228,178.0,0.9906438090849523,232.46258544921875,51,22,7,600
188,188,1.9079999999819108,210,236.0,0.9905942768944981,263.23388671875,201,44,11,400
189,189,1.578600000052404,810,231.0,0.9905447471806533,265.4622802734375,134,38,10,500
190,190,1.0476000000347767,279,165.0,0.9904952199432943,289.8265380859375,108,29,8,500
191,191,1.7388000000577222,813,370.0,0.9904456951822971,250.73455810546875,198,42,10,600
192,192,0.95040000003155,180,83.0,0.990396172897538,258.67449951171875,54,15,4,500
193,193,1.7082000000567064,408,241.0,0.9903466530888931,264.3878173828125,106,28,7,600
194,194,1.2402000000411704,309,164.0,0.9902971357562387,260.33544921875,84,25,5,600
195,195,1.499400000049775,288,191.4,0.9902476208994508,244.52798461914062,107,30,7,587
196,196,1.2492000000414691,279,218.0,0.9901981085184058,257.36273193359375,110,22,7,600
197,197,1.227600000040752,801,143.0,0.9901485986129799,237.18080139160156,102,23,6,600
198,198,1.0116000000335816,177,314.0,0.9900990911830493,258.971435546875,174,31,9,600
199,199,0.9558000000317293,312,126.8,0.9900495862284902,251.60888671875,50,25,8,584
200,200,1.1466000000380632,351,221.0,0.9900000837491787,238.98297119140625,109,35,8,600
201,201,1.4130000000469067,408,249.0,0.9899505837449912,244.41062927246094,116,26,7,600
202,202,1.82700000006065,810,274.0,0.989901086215804,244.0586395263672,99,46,11,600
203,203,1.5228000000505517,312,329.0,0.9898515911614932,212.492431640625,156,42,11,600
204,204,1.5966000000530016,279,217.0,0.9898020985819351,233.7580108642578,185,42,10,400
205,205,1.3608000000451739,384,277.0,0.9897526084770061,244.4420166015625,110,38,11,600
206,206,1.2042000000399753,519,253.0,0.9897031208465822,282.8739318847656,120,27,6,600
207,207,1.2006000000398558,378,159.0,0.9896536356905399,281.13360595703125,47,27,7,600
208,208,1.0494000000348365,228,215.0,0.9896041530087554,262.05560302734375,48,40,10,600
209,209,1.3176000000437398,228,211.0,0.989554672801105,263.72845458984375,142,31,8,549
210,210,1.045800000034717,408,199.0,0.9895051950674649,254.7335662841797,114,27,9,500
211,211,1.38960000004613,183,110.0,0.9894557198077115,244.6319580078125,80,16,4,500
212,212,1.2564000000417082,378,167.0,0.9894062470217211,259.82366943359375,66,16,6,600
213,213,0.8298000000275465,111,134.0,0.9893567767093701,251.75584411621094,80,20,5,600
214,214,1.5372000000510297,210,201.4,0.9893073088705346,247.78909301757812,171,46,11,467
215,215,1.3500000000448154,180,138.0,0.9892578435050912,256.58673095703125,40,16,3,500
216,216,1.6398000000544357,408,373.0,0.9892083806129159,263.6968078613281,195,47,11,600
217,217,1.1898000000394973,309,205.0,0.9891589201938853,230.17637634277344,76,24,6,600
218,218,1.3608000000451739,225,259.0,0.9891094622478757,253.92044067382812,135,45,10,600
219,219,1.4382000000477433,384,230.0,0.9890600067747632,225.13128662109375,97,26,7,600
220,220,1.0656000000353743,381,202.0,0.9890105537744245,248.161376953125,90,26,7,600
221,221,1.2312000000408716,447,111.0,0.9889611032467358,212.29086303710938,78,16,5,600
222,222,0.9252000000307135,228,163.0,0.9889116551915734,227.39938354492188,83,25,6,600
223,223,1.564200000051926,303,166.0,0.9888622096088139,263.183837890625,66,17,5,595
224,224,0.7596000000252161,108,152.0,0.9888127664983335,241.9442138671875,104,29,8,400
225,225,1.4976000000497152,402,68.0,0.9887633258600086,241.27316284179688,1,6,2,600
226,226,0.9450000000313707,111,149.0,0.9887138876937156,237.60472106933594,33,30,9,600
227,227,1.5660000000519858,378,317.0,0.988664451999331,223.54074096679688,188,48,11,600
228,228,1.8756000000622635,267,267.4,0.988615018776731,259.1689758300781,192,45,11,597
229,229,1.6146000000535992,348,156.0,0.9885655880257921,263.7089538574219,88,31,7,600
230,230,0.9054000000300562,225,212.0,0.9885161597463908,263.9927062988281,75,30,7,600
231,231,1.148400000038123,372,151.0,0.9884667339384036,270.7123718261719,74,22,5,600
232,232,1.0152000000337011,210,207.0,0.9884173106017067,257.16168212890625,161,37,9,500
233,233,1.1790000000391387,225,209.0,0.9883678897361766,239.69314575195312,78,25,7,600
234,234,1.227600000040752,285,166.0,0.9883184713416898,249.35418701171875,65,16,5,600
235,235,1.148400000038123,345,154.0,0.9882690554181227,196.2783966064453,25,24,5,600
236,236,1.117800000037107,306,240.0,0.9882196419653518,235.36105346679688,85,29,7,600
237,237,1.074600000035673,381,258.0,0.9881702309832536,216.4354705810547,122,29,7,600
238,238,1.1520000000382424,381,266.0,0.9881208224717045,236.76580810546875,104,35,8,600
239,239,1.2222000000405728,207,230.6,0.9880714164305809,229.47268676757812,129,45,10,583
240,240,1.6542000000549137,414,341.0,0.9880220128597594,231.87417602539062,169,42,10,600
241,241,1.7892000000593953,210,66.2,0.9879726117591164,222.82272338867188,82,22,5,486
242,242,1.404000000046608,126,110.0,0.9879232131285285,255.12850952148438,99,16,5,600
243,243,1.6416000000544955,144,235.8,0.987873816967872,224.63243103027344,143,37,8,589
244,244,1.7676000000586782,225,201.8,0.9878244232770236,253.55746459960938,77,38,10,594
245,245,2.3202000000770227,384,266.0,0.9877750320558597,234.41062927246094,128,31,9,600
246,246,0.7128000000236625,162,213.0,0.9877256433042569,221.14669799804688,96,34,8,600
247,247,0.8946000000296976,108,177.0,0.9876762570220917,241.395263671875,69,23,5,600
248,248,1.2384000000411106,207,258.0,0.9876268732092406,236.54359436035156,138,40,11,600
249,249,1.557000000051687,414,296.0,0.9875774918655801,194.01715087890625,160,27,9,600
250,250,0.9306000000308927,201,213.0,0.9875281129909869,208.98081970214844,97,33,9,600
251,251,1.074600000035673,363,136.0,0.9874787365853374,226.4134063720703,51,21,5,600
252,252,1.2906000000428435,225,237.8,0.9874293626485081,212.66644287109375,166,48,11,569
253,253,1.2564000000417082,813,204.0,0.9873799911803757,211.52200317382812,71,27,7,600
254,254,1.3842000000459507,813,326.0,0.9873306221808167,236.51263427734375,152,43,11,600
255,255,0.9324000000309525,228,212.0,0.9872812556497077,227.74664306640625,125,29,8,600
256,256,1.0782000000357925,225,313.0,0.9872318915869253,191.40380859375,139,44,11,600
257,257,1.344600000044636,612,182.0,0.9871825299923459,190.4830322265625,87,36,9,600
258,258,1.3572000000450544,282,279.0,0.9871331708658463,212.24066162109375,156,41,11,600
259,259,1.2168000000403936,312,353.0,0.987083814207303,221.3393096923828,178,44,11,600
260,260,1.3662000000453531,207,160.0,0.9870344600165926,224.9148406982422,120,24,6,600
261,261,1.5768000000523443,279,152.0,0.9869851082935918,233.84683227539062,49,19,5,600
262,262,1.6146000000535992,408,215.0,0.9869357590381771,212.42520141601562,144,32,9,500
263,263,1.5822000000525236,810,305.0,0.9868864122502252,245.09429931640625,133,43,11,600
264,264,1.4436000000479225,408,245.0,0.9868370679296127,194.72207641601562,145,41,9,500
265,265,1.2078000000400948,447,263.0,0.9867877260762162,246.9764404296875,124,31,9,600
266,266,1.5930000000528821,345,279.0,0.9867383866899124,215.0945281982422,139,32,8,600
267,267,1.1610000000385412,312,186.0,0.9866890497705779,222.60238647460938,54,26,7,600
268,268,1.3248000000439788,978,218.2,0.9866397153180894,189.57522583007812,152,44,11,541
269,269,0.8136000000270087,177,344.0,0.9865903833323235,241.4994354248047,196,38,10,600
270,270,0.8658000000287416,363,131.0,0.9865410538131569,233.98797607421875,74,26,8,600
271,271,1.3212000000438593,912,96.2,0.9864917267604663,241.71311950683594,118,24,6,541
272,272,1.17000000003884,177,219.0,0.9864424021741283,202.8995361328125,126,30,9,600
273,273,1.0548000000350157,345,209.0,0.9863930800540196,213.59115600585938,80,24,5,600
274,274,1.1538000000383022,225,220.0,0.9863437604000169,227.32901000976562,59,35,8,600
275,275,1.272600000042246,168,188.0,0.9862944432119969,233.49267578125,121,30,7,500
276,276,2.0304000000674023,234,243.0,0.9862451284898363,230.41500854492188,107,29,7,600
277,277,1.206000000040035,492,111.0,0.9861958162334118,236.02049255371094,80,16,5,600
278,278,0.8010000000265904,177,105.0,0.9861465064426002,185.9498291015625,32,11,2,600
279,279,1.4832000000492371,678,288.0,0.986097199117278,200.93251037597656,164,44,11,600
280,280,0.8856000000293989,393,219.0,0.9860478942573221,234.03805541992188,86,27,7,600
281,281,1.6560000000549735,681,216.0,0.9859985918626092,222.6562957763672,116,14,7,600
282,282,1.330200000044158,345,250.0,0.9859492919330161,219.4920654296875,131,40,10,600
283,283,1.404000000046608,345,290.0,0.9858999944684194,198.21119689941406,119,41,11,600
284,284,1.5192000000504322,345,162.0,0.985850699468696,226.8406982421875,41,17,5,600
285,285,1.287000000042724,210,252.0,0.9858014069337225,221.92877197265625,117,29,6,600
286,286,1.162800000038601,279,128.0,0.9857521168633758,240.54624938964844,92,21,7,500
287,287,1.0908000000362108,444,203.0,0.9857028292575326,246.09640502929688,91,27,6,600
288,288,1.0998000000365096,267,183.0,0.9856535441160698,213.4992218017578,72,26,6,600
289,289,1.2528000000415886,408,224.0,0.9856042614388639,193.5224609375,59,38,9,600
290,290,1.323000000043919,813,286.0,0.985554981225792,196.00289916992188,164,42,11,600
291,291,1.2492000000414691,375,243.0,0.9855057034767307,233.62547302246094,128,35,9,600
292,292,0.9864000000327451,108,166.0,0.9854564281915569,218.91705322265625,62,20,5,600
293,293,1.492200000049536,312,251.0,0.9854071553701473,197.68203735351562,132,40,10,600
294,294,1.578600000052404,381,275.0,0.9853578850123789,201.02279663085938,151,44,11,600
295,295,1.4310000000475043,279,229.2,0.9853086171181282,218.28692626953125,147,47,11,466
296,296,1.3338000000442776,375,350.4,0.9852593516872723,229.2401885986328,221,48,12,597
297,297,1.2672000000420667,681,310.6,0.985210088719688,178.145751953125,190,44,11,578
298,298,1.382400000045891,135,185.0,0.985160828215252,224.72207641601562,94,29,7,500
299,299,1.0728000000356133,372,273.0,0.9851115701738412,227.32968139648438,150,42,11,600
300,300,0.8964000000297574,225,245.0,0.9850623145953326,206.48016357421875,125,41,11,600
301,301,1.3950000000463092,528,194.2,0.9850130614796028,197.79098510742188,186,41,10,536
302,302,1.2960000000430227,294,161.0,0.9849638108265288,183.24264526367188,81,24,7,600
303,303,1.5030000000498944,279,213.0,0.9849145626359875,224.9405059814453,151,25,8,500
304,304,1.7244000000572441,396,293.0,0.9848653169078557,235.48275756835938,124,39,11,600
305,305,1.1394000000378242,345,170.0,0.9848160736420103,217.572509765625,75,20,7,600
306,306,1.418400000047086,183,189.0,0.9847668328383282,238.56942749023438,82,22,7,500
307,307,1.4778000000490579,168,308.0,0.9847175944966863,188.1994171142578,135,43,11,600
308,308,1.499400000049775,681,138.8,0.9846683586169614,247.53321838378906,104,29,7,539
309,309,1.287000000042724,678,278.0,0.9846191251990306,216.98251342773438,116,35,8,600
310,310,1.344600000044636,678,279.0,0.9845698942427706,229.68136596679688,141,30,8,600
311,311,0.9198000000305342,201,147.0,0.9845206657480585,205.6285858154297,43,20,5,600
312,312,1.1394000000378242,393,369.0,0.9844714397147711,185.456298828125,192,45,12,600
313,313,1.2888000000427837,225,133.0,0.9844222161427854,215.2657928466797,52,20,8,600
314,314,1.0332000000342987,168,277.0,0.9843729950319782,210.9901123046875,158,40,10,600
315,315,1.3590000000451141,360,235.0,0.9843237763822266,194.56793212890625,97,36,8,600
316,316,1.454400000048281,342,233.0,0.9842745601934074,215.45355224609375,157,32,8,530
317,317,1.031400000034239,225,118.0,0.9842253464653977,205.05856323242188,42,13,3,600
318,318,1.936800000064295,810,143.0,0.9841761351980745,211.54026794433594,112,16,5,500
319,319,1.1754000000390192,414,225.0,0.9841269263913146,232.68081665039062,93,25,7,600
320,320,1.3068000000433813,810,96.0,0.984077720044995,205.5015869140625,42,20,6,500
321,321,0.9900000000328646,120,176.0,0.9840285161589928,212.27734375,86,33,8,500
