,Episode,c&c,audio,video,be
71,71,0.015295000000058189,0.011625000000012653,0.030230000000064195,0.05031400000001675
72,72,0.013855000000057283,0.010800000000012133,0.026090000000061585,0.0499300000000165
73,73,0.017290000000059445,0.010275000000011802,0.029850000000063954,0.048058000000015325
74,74,0.016285000000058815,0.008850000000010905,0.03059000000006442,0.0464320000000143
75,75,0.014395000000057622,0.009150000000011094,0.026440000000061806,0.043264000000012307
76,76,0.013930000000056841,0.011100000000012322,0.03065000000006446,0.04621000000001416
77,77,0.012969999999751281,0.010949999999958493,0.023869999999836012,0.04888599999988607
78,78,0.015474999999745442,0.014024999999951326,0.03113999999981907,0.044235999999896906
79,79,0.014799999999747016,0.011999999999956046,0.027919999999826573,0.04770999999988881
80,80,0.016254999999743624,0.00959999999996164,0.028109999999826128,0.044595999999896066
81,81,0.012534999999752295,0.007799999999965834,0.021099999999842467,0.052365999999877955
82,82,0.01614999999974387,0.013574999999952375,0.027359999999827876,0.044235999999896906
83,83,0.01505499999974642,0.011249999999957794,0.026789999999829207,0.043197999999899324
84,84,0.014769999999747086,0.008399999999964436,0.02752999999982748,0.04430199999989675
85,85,0.014529999999747644,0.010124999999960416,0.02738999999982781,0.04761399999988903
86,86,0.01460499999974747,0.009449999999961989,0.028699999999824755,0.04996599999988355
87,87,0.016224999999743694,0.01004999999996059,0.027269999999828088,0.05778399999986533
88,88,0.01299999999975121,0.010199999999960241,0.023919999999835895,0.04592199999989297
89,89,0.01656999999974289,0.01192499999995622,0.029259999999823448,0.04250799999990093
90,90,0.015324999999745792,0.008924999999963212,0.032879999999815016,0.04470399999989581
91,91,0.013854999999749217,0.009224999999962513,0.023219999999837527,0.04797399999988819
92,92,0.017349999999741073,0.0133499999999529,0.03152999999981816,0.047619999999889015
93,93,0.014769999999747086,0.010199999999960241,0.02782999999982678,0.048345999999887326
94,94,0.014064999999748728,0.009374999999962164,0.025789999999831538,0.05107599999988097
95,95,0.012069999999753379,0.010874999999958668,0.022649999999838855,0.05630799999986877
96,96,0.018549999999738276,0.011399999999957444,0.03680999999980585,0.043509999999898595
97,97,0.015039999999746456,0.010274999999960066,0.02574999999983163,0.05456799999987282
98,98,0.015489999999745407,0.010499999999959542,0.031429999999818395,0.044595999999896066
99,99,0.018279999999738904,0.010199999999960241,0.026949999999828833,0.0465099999998916
100,100,0.014619999999747436,0.008549999999964086,0.02583999999983142,0.04895199999988591
101,101,0.01478499999974705,0.010649999999959192,0.027189999999828275,0.04580799999989324
102,102,0.015279999999745896,0.0074999999999665334,0.027809999999826827,0.04189599999990236
103,103,0.013374999999750337,0.008999999999963038,0.02853999999982513,0.04613199999989249
104,104,0.014364999999748029,0.011849999999956395,0.030119999999821446,0.05146599999988005
105,105,0.015294999999745863,0.011099999999958143,0.030389999999820817,0.04742799999988947
106,106,0.011664999999754322,0.012599999999954647,0.024549999999834426,0.053637999999874994
107,107,0.014439999999747854,0.008849999999963387,0.026329999999830277,0.0526059999998774
108,108,0.016524999999742995,0.009974999999960765,0.03162999999981793,0.04281399999990022
109,109,0.014019999999748834,0.009449999999961989,0.026879999999828996,0.0478419999998885
110,110,0.019944999999735025,0.016049999999946607,0.03686999999980571,0.04043799999990576
111,111,0.012564999999752224,0.010349999999959891,0.02583999999983142,0.05567799999987024
112,112,0.016914999999742088,0.013574999999952375,0.031469999999818296,0.045231999999894586
113,113,0.014379999999747994,0.008999999999963038,0.026879999999828996,0.04866999999988657
114,114,0.015399999999745617,0.011099999999958143,0.02653999999982979,0.045873999999893084
115,115,0.013704999999749567,0.009449999999961989,0.024729999999834006,0.05192799999987898
116,116,0.01880499999973768,0.009299999999962338,0.029389999999823148,0.047535999999889215
117,117,0.012159999999753169,0.012074999999955871,0.02381999999983613,0.05829399999986414
118,118,0.014364999999748029,0.00832499999996461,0.027979999999826432,0.04359999999989839
119,119,0.012384999999752644,0.008399999999964436,0.022249999999839787,0.05323599999987593
120,120,0.015099999999746316,0.010724999999959017,0.02931999999982331,0.047817999999888554
121,121,0.01680999999974233,0.010799999999958843,0.032279999999816414,0.043947999999897576
122,122,0.017304999999741177,0.017474999999943286,0.03247999999981595,0.04773999999988874
123,123,0.021729999999730864,0.018299999999941363,0.04745999999978103,0.036009999999916074
124,124,0.016059999999744078,0.010799999999958843,0.033169999999814334,0.045891999999893046
125,125,0.013644999999749708,0.009224999999962513,0.02407999999983552,0.049629999999884336
126,126,0.016059999999744078,0.007574999999966359,0.028309999999825662,0.05159799999987975
127,127,0.014469999999747785,0.011699999999956745,0.029239999999823497,0.05180199999987927
128,128,0.0164799999997431,0.014474999999950278,0.03659999999980634,0.04064799999990527
129,129,0.012834999999751595,0.008249999999964786,0.02504999999983326,0.048417999999887155
130,130,0.014049999999748763,0.009149999999962688,0.027219999999828205,0.04773999999988874
131,131,0.012054999999753412,0.010649999999959192,0.021889999999840627,0.05529999999987112
132,132,0.01611999999974394,0.012899999999953948,0.02504999999983326,0.047955999999888234
133,133,0.012444999999752505,0.011249999999957794,0.024649999999834193,0.05222799999987828
134,134,0.012729999999751839,0.007949999999965485,0.024879999999833657,0.050685999999881874
135,135,0.01581999999974464,0.00959999999996164,0.029399999999823123,0.04610799999989254
136,136,0.013314999999750476,0.009299999999962338,0.02326999999983741,0.04716399999989008
137,137,0.016434999999743204,0.009149999999962688,0.035049999999809955,0.04212399999990182
138,138,0.011049999999755755,0.007949999999965485,0.019169999999846966,0.05514999999987147
139,139,0.013929999999749042,0.012224999999955521,0.0270499999998286,0.047397999999889535
140,140,0.017304999999741177,0.010724999999959017,0.030879999999819673,0.04615599999989243
141,141,0.015414999999745582,0.009524999999961814,0.027779999999826898,0.04701399999989043
142,142,0.014064999999748728,0.009374999999962164,0.02667999999982946,0.04858599999988677
143,143,0.01472499999974719,0.008399999999964436,0.02326999999983741,0.052305999999878096
144,144,0.015879999999744498,0.008849999999963387,0.028659999999824846,0.044781999999895634
145,145,0.013554999999749916,0.008249999999964786,0.021459999999841627,0.05190399999987903
146,146,0.015879999999744498,0.011699999999956745,0.03076999999981993,0.044355999999896624
147,147,0.014619999999747436,0.010574999999959367,0.030489999999820584,0.041715999999902775
148,148,0.013944999999749009,0.00832499999996461,0.026209999999830556,0.04588599999989306
149,149,0.017244999999741318,0.0136499999999522,0.03458999999981103,0.04306599999989963
150,150,0.013719999999749533,0.007949999999965485,0.023339999999837248,0.051783999999879315
151,151,0.013104999999750965,0.013049999999953599,0.02738999999982781,0.04935999999988496
152,152,0.01478499999974705,0.014249999999950802,0.029089999999823847,0.05224599999987824
153,153,0.014844999999745045,0.01004999999996059,0.026999999999828717,0.05493999999987196
154,154,0.016164999999671005,0.008399999999980423,0.02931999999982331,0.04536399999971486
155,155,0.019344999999663593,0.011474999999973257,0.030549999999820443,0.05034999999970324
156,156,0.014274999999675408,0.01094999999997448,0.026879999999828996,0.050937999999701875
157,157,0.019884999999662333,0.016049999999962594,0.03228999999981639,0.04254999999972142
158,158,0.0149649999996738,0.008624999999979899,0.032639999999815573,0.040569999999726034
159,159,0.015099999999673486,0.012149999999971683,0.025499999999832212,0.05024799999970348
160,160,0.01275999999967894,0.00937499999997815,0.022919999999838226,0.05709399999968753
161,161,0.013779999999676561,0.009749999999977277,0.026119999999830768,0.049341999999705594
162,162,0.014829999999674114,0.008849999999979374,0.026829999999829112,0.04582599999971379
163,163,0.011709999999681387,0.009524999999977801,0.0196699999998458,0.05193999999969954
164,164,0.01563999999967223,0.011549999999973082,0.026139999999830722,0.047013999999711016
165,165,0.01689999999966929,0.013124999999969411,0.037709999999803755,0.0480939999997085
166,166,0.013269999999677751,0.010274999999976053,0.024459999999834635,0.05468199999969315
167,167,0.016059999999671247,0.013874999999967663,0.03572999999980837,0.04371399999971871
168,168,0.01511499999967345,0.009524999999977801,0.027659999999827177,0.04709799999971082
169,169,0.014094999999675829,0.009824999999977102,0.024459999999834635,0.05240199999969846
170,170,0.02400999999965272,0.00907499999997885,0.04374999999978968,0.04055799999972606
171,171,0.018369999999665865,0.012449999999970984,0.029789999999822216,0.04446399999971696
172,172,0.013584999999677017,0.007724999999981996,0.02656999999982972,0.04739199999971014
173,173,0.01769499999966744,0.0092249999999785,0.032579999999815715,0.038703999999730385
174,174,0.014754999999674289,0.011399999999973431,0.02667999999982946,0.04713399999971074
175,175,0.01478499999967422,0.009524999999977801,0.02526999999983275,0.05606199999968993
176,176,0.015309999999672997,0.013199999999969236,0.03046999999982063,0.04218399999972228
177,177,0.018759999999664954,0.009674999999977452,0.03147999999981828,0.04714599999971071
178,178,0.014529999999674813,0.009524999999977801,0.026009999999831022,0.04675599999971162
179,179,0.01275999999967894,0.00907499999997885,0.024769999999833914,0.050163999999703675
180,180,0.01266999999967915,0.01469999999996574,0.02108999999984249,0.04724199999971049
181,181,0.01502499999967366,0.011999999999972033,0.03191999999981725,0.04989399999970431
182,182,0.018339999999665936,0.01109999999997413,0.03138999999981849,0.04605999999971324
183,183,0.01478499999967422,0.012449999999970984,0.030609999999820302,0.043923999999718216
184,184,0.01160499999968163,0.007649999999982171,0.021439999999841676,0.04788399999970899
185,185,0.01329999999967768,0.010424999999975704,0.030269999999821096,0.05157399999970039
186,186,0.020904999999659956,0.014624999999965915,0.03488999999981033,0.05112999999970143
187,187,0.013269999999677751,0.012899999999969936,0.02453999999983445,0.049467999999705296
188,188,0.012654999999679183,0.010874999999974655,0.022249999999839787,0.05529399999969172
189,189,0.016494999999670235,0.009599999999977626,0.030579999999820372,0.048705999999707074
190,190,0.017484999999667926,0.01267499999997046,0.03324999999981415,0.04390599999971826
191,191,0.01487499999967401,0.007574999999982346,0.027439999999827693,0.05008599999970386
192,192,0.014349999999675234,0.01469999999996574,0.029239999999823497,0.05603799999968999
193,193,0.012369999999679849,0.009974999999976752,0.025059999999833237,0.05054799999970278
194,194,0.016224999999670864,0.01424999999996679,0.030069999999821562,0.04365399999971885
195,195,0.013854999999676387,0.0077999999999818215,0.023879999999835987,0.04926999999970576
196,196,0.015294999999673032,0.01267499999997046,0.03052999999982049,0.04922199999970587
197,197,0.015504999999672541,0.014174999999966964,0.03031999999982098,0.044271999999717405
198,198,0.016989999999669082,0.0089249999999792,0.03409999999981217,0.045483999999714586
199,199,0.012099999999680477,0.008999999999979025,0.021249999999842117,0.04971999999970471
200,200,0.018129999999666423,0.014324999999966614,0.03775999999980364,0.04047999999972625
201,201,0.018699999999665096,0.007874999999981647,0.031059999999819253,0.04607199999971321
202,202,0.016179999999670968,0.01109999999997413,0.029739999999822332,0.045267999999715085
203,203,0.01490499999967394,0.01064999999997518,0.028949999999824172,0.043323999999719615
204,204,0.017139999999668733,0.013649999999968188,0.02982999999982212,0.05149599999970057
205,205,0.0152649999996731,0.011249999999973781,0.03200999999981704,0.04443399999971703
206,206,0.011544999999681772,0.00719999999998322,0.018769999999847898,0.048495999999707565
207,207,0.014859999999674045,0.013124999999969411,0.030189999999821283,0.04743399999971004
208,208,0.01502499999967366,0.01282499999997011,0.03306999999981457,0.04283799999972075
209,209,0.018894999999664642,0.008174999999980948,0.03409999999981217,0.04029399999972668
210,210,0.011409999999682086,0.007874999999981647,0.018169999999849296,0.05162799999970027
211,211,0.012954999999678484,0.009524999999977801,0.023909999999835917,0.046143999999713047
212,212,0.014004999999676037,0.009149999999978675,0.024769999999833914,0.04607199999971321
213,213,0.017244999999668487,0.0092249999999785,0.02930999999982333,0.04729599999971036
214,214,0.016134999999671072,0.008099999999981122,0.02698999999982874,0.0429879999997204
215,215,0.013929999999676212,0.006749999999984269,0.024099999999835475,0.050523999999702834
216,216,0.01596999999967146,0.01267499999997046,0.031879999999817346,0.047511999999709856
217,217,0.015699999999672087,0.009749999999977277,0.030669999999820164,0.04117599999972463
218,218,0.017304999999668346,0.008549999999980074,0.033539999999813476,0.0418299999997231
219,219,0.013359999999677541,0.010874999999974655,0.02752999999982748,0.04706799999971089
220,220,0.016404999999670444,0.008849999999979374,0.03348999999981359,0.04235199999972188
221,221,0.013194999999677926,0.011999999999972033,0.025319999999832633,0.048183999999708294
222,222,0.017139999999668733,0.011474999999973257,0.032019999999817014,0.04308399999972018
223,223,0.01799499999966674,0.009449999999977976,0.030689999999820118,0.04518999999971527
224,224,0.01653999999967013,0.01859999999995665,0.030189999999821283,0.04269399999972109
225,225,0.014169999999675654,0.010124999999976403,0.0270499999998286,0.0483519999997079
226,226,0.013419999999677402,0.012599999999970635,0.022289999999839695,0.051735999999700015
227,227,0.01910499999966415,0.009299999999978326,0.03679999999980588,0.03746799999973326
228,228,0.015189999999673276,0.010424999999975704,0.02607999999983086,0.04804599999970861
229,229,0.01469499999967443,0.019049999999955602,0.029999999999821725,0.04757799999970971
230,230,0.016764999999669607,0.009299999999978326,0.031869999999817364,0.04262199999972125
231,231,0.022029999999657334,0.01267499999997046,0.04443999999978807,0.039303999999728986
232,232,0.014079999999675862,0.011849999999972383,0.027599999999827318,0.05233599999969862
233,233,0.013794999999676528,0.009899999999976927,0.025359999999832537,0.049233999999705846
234,234,0.01487499999967401,0.008249999999980773,0.02652999999982981,0.0441039999997178
235,235,0.016464999999670306,0.008474999999980248,0.03256999999981573,0.045231999999715174
236,236,0.013824999999676457,0.012224999999971509,0.028179999999825966,0.04961199999970496
237,237,0.016764999999669607,0.0089249999999792,0.03181999999981748,0.045405999999714765
238,238,0.016839999999669432,0.009974999999976752,0.03247999999981595,0.04518999999971527
239,239,0.015069999999673556,0.008999999999979025,0.02656999999982972,0.04527999999971506
240,240,0.014169999999675654,0.008699999999979724,0.0280799999998262,0.04883799999970677
241,241,0.013404999999677435,0.013499999999968537,0.027089999999828508,0.04628199999971273
242,242,0.01838499999966583,0.01297499999996976,0.03709999999980518,0.043425999999719384
243,243,0.018234999999666178,0.01267499999997046,0.0433099999997907,0.04887999999970667
244,244,0.012504999999679533,0.007574999999982346,0.02411999999983543,0.05023599999970351
245,245,0.014424999999675059,0.010424999999975704,0.02968999999982245,0.04315599999972001
246,246,0.016914999999669257,0.009299999999978326,0.033429999999813734,0.040671999999725796
247,247,0.015174999999673311,0.018074999999957875,0.032089999999816855,0.0450039999997157
248,248,0.017934999999666877,0.011249999999973781,0.03209999999981683,0.044769999999716245
249,249,0.019554999999663102,0.011024999999974305,0.034049999999812286,0.045033999999715635
250,250,0.015414999999672751,0.009449999999977976,0.02634999999983023,0.05346999999969597
251,251,0.015534999999672472,0.008174999999980948,0.028599999999824988,0.047787999999709216
252,252,0.015429999999672716,0.009674999999977452,0.031209999999818903,0.04127799999972439
253,253,0.016914999999669257,0.0077999999999818215,0.03162999999981793,0.04695999999971114
254,254,0.01841499999966576,0.01094999999997448,0.03959999999979935,0.04233999999972191
255,255,0.014214999999675548,0.010874999999974655,0.023989999999835733,0.05373399999969536
256,256,0.01314999999967803,0.011849999999972383,0.024349999999834893,0.04896399999970647
257,257,0.017349999999668242,0.015149999999964692,0.03248999999981592,0.043173999999719964
258,258,0.013584999999677017,0.008624999999979899,0.02362999999983657,0.051471999999700625
259,259,0.013899999999676282,0.0089249999999792,0.028429999999825383,0.04485999999971604
260,260,0.01838499999966583,0.009824999999977102,0.0360599999998076,0.046341999999712585
261,261,0.01563999999967223,0.008999999999979025,0.02389999999983594,0.04824999999970814
262,262,0.01623999999967083,0.012224999999971509,0.029279999999823402,0.04596999999971345
263,263,0.012564999999679393,0.009749999999977277,0.02462999999983424,0.04892199999970657
264,264,0.017739999999667334,0.011999999999972033,0.034329999999811636,0.037695999999732735
265,265,0.014124999999675758,0.009299999999978326,0.028129999999826082,0.05775399999968599
266,266,0.016914999999669257,0.009749999999977277,0.027789999999826877,0.0501099999997038
267,267,0.015414999999672751,0.010424999999975704,0.03156999999981806,0.04224999999972212
268,268,0.01674999999966964,0.010724999999975005,0.03271999999981538,0.04558599999971435
269,269,0.015159999999673346,0.009299999999978326,0.026319999999830302,0.049167999999705995
270,270,0.014649999999674534,0.007949999999981472,0.022709999999838713,0.05205399999969927
271,271,0.01883499999966478,0.008174999999980948,0.02934999999982324,0.04842399999970773
272,272,0.02115999999965936,0.011999999999972033,0.041039999999796,0.045843999999713746
273,273,0.012369999999679849,0.009749999999977277,0.023709999999836383,0.052893999999697315
274,274,0.019809999999662507,0.013199999999969236,0.03333999999981394,0.043425999999719384
275,275,0.019089999999664188,0.009974999999976752,0.036619999999806294,0.039921999999727543
276,276,0.016434999999670373,0.021524999999949834,0.03182999999981746,0.043179999999719956
277,277,0.015594999999672333,0.01094999999997448,0.027879999999826665,0.04923999999970583
278,278,0.015774999999671913,0.014174999999966964,0.029389999999823148,0.04458999999971667
279,279,0.01656999999967006,0.01064999999997518,0.03228999999981639,0.0418299999997231
280,280,0.016464999999670306,0.012374999999971159,0.02961999999982261,0.04674999999971163
281,281,0.016974999999669116,0.008174999999980948,0.02667999999982946,0.055509999999691216
282,282,0.022359999999656564,0.017624999999958924,0.0391499999998004,0.03876999999973023
283,283,0.01653999999967013,0.008849999999979374,0.029069999999823893,0.04437999999971716
284,284,0.01596999999967146,0.008624999999979899,0.02737999999982783,0.046341999999712585
285,285,0.015864999999671704,0.011924999999972208,0.027809999999826827,0.04607199999971321
286,286,0.01811499999966646,0.017624999999958924,0.02786999999982669,0.05000799999970404
287,287,0.015279999999673066,0.010199999999976228,0.025969999999831118,0.04614999999971303
288,288,0.014004999999676037,0.008324999999980598,0.030359999999820884,0.04619799999971292
289,289,0.014049999999675933,0.010874999999974655,0.02677999999982923,0.046503999999712206
290,290,0.016764999999669607,0.00907499999997885,0.03349999999981357,0.04596999999971345
291,291,0.017904999999666948,0.015449999999963993,0.03584999999980809,0.043623999999718915
292,292,0.015669999999672158,0.012374999999971159,0.03079999999981986,0.046515999999712176
293,293,0.015234999999673171,0.013724999999968013,0.027659999999827177,0.04289799999972061
294,294,0.018099999999666494,0.012149999999971683,0.035259999999809465,0.04388199999971832
295,295,0.013689999999676771,0.014624999999965915,0.02381999999983613,0.04424199999971748
296,296,0.013704999999676736,0.01267499999997046,0.027279999999828063,0.047523999999709826
297,297,0.015084999999673521,0.009824999999977102,0.03160999999981797,0.044583999999716684
298,298,0.01736499999966821,0.0089249999999792,0.031869999999817364,0.044385999999717145
299,299,0.01308999999967817,0.011024999999974305,0.023049999999837922,0.050313999999703325
300,300,0.01593999999967153,0.009749999999977277,0.024879999999833657,0.04706799999971089
301,301,0.015909999999671597,0.007724999999981996,0.03141999999981841,0.04256199999972139
302,302,0.014124999999675758,0.011474999999973257,0.03046999999982063,0.047487999999709915
303,303,0.02016999999966167,0.015224999999964517,0.036899999999805644,0.041445999999723995
304,304,0.013704999999676736,0.008249999999980773,0.02196999999984044,0.04932999999970562
305,305,0.020184999999661633,0.013574999999968362,0.04184999999979411,0.04395399999971815
306,306,0.020739999999660343,0.009599999999977626,0.04610999999978418,0.036027999999736625
307,307,0.013420000000247434,0.009749999999977277,0.02952999999988215,0.04751799999985593
308,308,0.015175000001212524,0.01957500000020751,0.028350000000775328,0.047392000000570395
309,309,0.017080000001230645,0.009450000000111203,0.0327100000008168,0.04227400000052171
310,310,0.014320000001204392,0.011625000000131891,0.026720000000759823,0.05880400000067894
311,311,0.01648000000122494,0.011250000000128324,0.0327100000008168,0.04293400000052799
312,312,0.017290000001232642,0.01402500000015472,0.030240000000793306,0.04387000000053689
313,313,0.015460000001215234,0.008925000000106209,0.028380000000775615,0.04126000000051207
314,314,0.01739500000123364,0.009975000000116196,0.037940000000866544,0.04306600000052924
315,315,0.01537000000121438,0.010800000000124044,0.026950000000762014,0.04571800000055447
316,316,0.013885000001200253,0.00937500000011049,0.026100000000753926,0.0586420000006774
317,317,0.013630000001197828,0.01005000000011691,0.029630000000787506,0.049138000000587
318,318,0.013780000001199255,0.013875000000153292,0.029060000000782082,0.04801600000057633
319,319,0.019540000001254044,0.012150000000136885,0.03662000000085399,0.036466000000466466
320,320,0.01705000000123036,0.013050000000145445,0.02869000000077856,0.04855600000058146
321,321,0.013885000001200253,0.009675000000113343,0.02224000000071721,0.04622800000055932
322,322,0.016735000001227362,0.008925000000106209,0.028890000000780465,0.05068000000060167
323,323,0.020890000001266885,0.01740000000018682,0.03480000000083668,0.03697000000047126
324,324,0.01567000000121723,0.008775000000104782,0.031420000000804534,0.044986000000547505
325,325,0.014965000001210527,0.008625000000103356,0.03054000000079616,0.04376800000053592
326,326,0.014905000001209956,0.013350000000148299,0.028780000000779418,0.04440400000054197
327,327,0.01274500000118941,0.01117500000012761,0.02208000000071569,0.05522800000064493
328,328,0.013930000001200682,0.010575000000121904,0.028700000000778658,0.043192000000530445
329,329,0.01588000000121923,0.011550000000131178,0.026050000000753453,0.04501600000054779
330,330,0.014530000001206389,0.013875000000153292,0.026370000000756497,0.04858600000058175
331,331,0.016300000001223225,0.009675000000113343,0.030510000000795876,0.04442200000054214
332,332,0.015850000001218945,0.014100000000155433,0.029530000000786552,0.04681600000056491
333,333,0.016405000001224225,0.010650000000122617,0.03135000000080387,0.048406000000580034
334,334,0.01213000000118356,0.014400000000158286,0.022320000000717974,0.049204000000587625
335,335,0.01846000000124377,0.01027500000011905,0.033750000000826695,0.04703800000056702
336,336,0.014350000001204677,0.00960000000011263,0.026490000000757637,0.04674400000056423
337,337,0.01801000000123949,0.012375000000139025,0.03561000000084438,0.0479920000005761
338,338,0.014680000001207815,0.011775000000133318,0.02925000000078389,0.04788400000057507
339,339,0.018805000001247053,0.016650000000179688,0.034690000000835636,0.041446000000513836
340,340,0.015025000001211097,0.008625000000103356,0.02642000000075697,0.04903000000058597
341,341,0.012895000001190838,0.015000000000163993,0.027910000000771144,0.04705000000056714
342,342,0.013660000001198113,0.00960000000011263,0.02403000000073424,0.0480760000005769
343,343,0.01985500000125704,0.012900000000144018,0.03712000000085875,0.046528000000562175
344,344,0.013195000001193691,0.011475000000130464,0.029100000000782462,0.04810600000057718
345,345,0.012685000001188839,0.009225000000109063,0.024280000000736615,0.05170000000061137
346,346,0.017530000001234926,0.018375000000196096,0.03217000000081167,0.054412000000637166
347,347,0.012625000001188269,0.009675000000113343,0.025760000000750693,0.04793800000057558
348,348,0.012250000001184702,0.00982500000011477,0.022950000000723964,0.05185600000061285
