,Episode,Duration,Slots,Score,Epsilon,min_loss,c&c,audio,video
83,83,0.21059999999950918,351,19.7,0.8452116375575228,42559.18359375,1,4,1
84,84,0.21059999999950918,351,26.0,0.8435212142824078,34959.92578125,7,3,0
85,85,0.21059999999950918,351,26.600000000000005,0.841834171853843,45471.3359375,4,4,1
86,86,0.20699999999951757,345,14.8,0.8401505035101353,47719.9921875,4,1,0
87,87,0.21059999999950918,351,22.2,0.838470202503115,29484.1171875,5,2,1
88,88,0.2141999999995008,357,23.1,0.8367932620981088,29653.2421875,3,4,1
89,89,0.21059999999950918,351,17.599999999999998,0.8351196755739125,38427.61328125,1,3,1
90,90,0.20879999999951337,348,37.0,0.8334494362227647,31756.99609375,6,6,1
91,91,0.21059999999950918,351,23.6,0.8317825373503192,36885.4296875,6,2,1
92,92,0.21239999999950498,354,25.9,0.8301189722756185,31609.353515625,4,4,1
93,93,0.20879999999951337,348,21.0,0.8284587343310672,31775.28125,3,3,1
94,94,0.21059999999950918,351,28.700000000000003,0.8268018168624051,23459.42578125,1,7,1
95,95,0.20699999999951757,345,31.799999999999997,0.8251482132286803,23385.9609375,5,5,1
96,96,0.20519999999952176,342,24.099999999999998,0.823497916802223,30274.265625,5,3,1
97,97,0.21059999999950918,351,23.1,0.8218509209686186,37065.79296875,3,4,1
98,98,0.21059999999950918,351,18.6,0.8202072191266814,18195.775390625,6,0,1
99,99,0.20699999999951757,345,14.600000000000001,0.818566804688428,22296.0390625,0,3,1
100,100,0.20879999999951337,348,21.5,0.8169296710790511,23223.044921875,3,3,1
101,101,0.20699999999951757,345,19.400000000000002,0.815295811736893,28688.9453125,2,3,1
102,102,0.20879999999951337,348,19.1,0.8136652201134192,30470.6171875,2,3,1
103,103,0.20879999999951337,348,20.6,0.8120378896731923,31010.15625,5,1,1
104,104,0.20879999999951337,348,30.900000000000006,0.8104138138938459,30008.11328125,5,5,1
105,105,0.20699999999951757,345,24.599999999999998,0.8087929862660582,22999.19921875,5,3,1
106,106,0.20699999999951757,345,21.0,0.8071754002935261,24469.189453125,3,3,1
107,107,0.20879999999951337,348,20.3,0.805561049492939,23617.43359375,2,3,1
108,108,0.21059999999950918,351,27.5,0.8039499273939532,20272.40234375,6,3,1
109,109,0.20879999999951337,348,17.0,0.8023420275391653,24419.224609375,4,1,1
110,110,0.20879999999951337,348,22.1,0.800737343484087,18062.861328125,3,3,1
111,111,0.20879999999951337,348,13.6,0.7991358687971188,13417.2421875,2,1,1
112,112,0.20699999999951757,345,22.0,0.7975375970595246,16350.640625,3,3,1
113,113,0.20879999999951337,348,11.300000000000002,0.7959425218654056,14029.466796875,3,0,1
114,114,0.20879999999951337,348,14.500000000000002,0.7943506368216747,18067.32421875,3,1,1
115,115,0.21239999999950498,354,22.1,0.7927619355480314,19853.00390625,5,2,1
116,116,0.20699999999951757,345,16.5,0.7911764116769353,22954.318359375,2,2,1
117,117,0.20879999999951337,348,13.400000000000002,0.7895940588535815,19348.966796875,2,1,1
118,118,0.20879999999951337,348,19.900000000000002,0.7880148707358743,13169.6015625,5,1,1
119,119,0.20879999999951337,348,23.200000000000003,0.7864388409944025,13660.142578125,7,1,1
120,120,0.20879999999951337,348,18.5,0.7848659633124138,17414.0078125,4,1,1
121,121,0.20879999999951337,348,19.3,0.783296231385789,14731.9609375,2,3,1
122,122,0.20699999999951757,345,24.200000000000003,0.7817296389230174,15605.794921875,5,3,1
123,123,0.21059999999950918,351,24.400000000000002,0.7801661796451713,15525.703125,3,4,1
124,124,0.21059999999950918,351,16.400000000000002,0.778605847285881,12544.640625,2,2,1
125,125,0.2141999999995008,357,13.4,0.7770486355913092,15740.6953125,1,2,1
126,126,0.20879999999951337,348,23.7,0.7754945383201266,14481.1982421875,3,4,1
127,127,0.20879999999951337,348,23.4,0.7739435492434863,12929.951171875,4,3,1
128,128,0.20879999999951337,348,12.399999999999999,0.7723956621449993,14337.9921875,1,2,0
129,129,0.20879999999951337,348,16.5,0.7708508708207094,15163.572265625,2,2,1
130,130,0.20879999999951337,348,22.200000000000003,0.769309169079068,14107.7578125,2,4,1
131,131,0.21059999999950918,351,23.800000000000004,0.7677705507409098,16481.2734375,3,4,1
132,132,0.2141999999995008,357,22.4,0.766235009639428,18483.5390625,4,3,1
133,133,0.20699999999951757,345,11.500000000000002,0.7647025396201492,12184.53515625,0,2,1
134,134,0.21239999999950498,354,17.6,0.763173134540909,14153.341796875,4,1,1
135,135,0.20699999999951757,345,16.3,0.7616467882718272,10018.697265625,1,3,1
136,136,0.21239999999950498,354,22.3,0.7601234946952835,9557.150390625,2,4,1
137,137,0.20879999999951337,348,12.7,0.7586032477058929,13952.92578125,2,1,1
138,138,0.21239999999950498,354,19.900000000000002,0.7570860412104812,9562.8515625,4,2,1
139,139,0.20699999999951757,345,20.1,0.7555718691280602,8112.79296875,1,4,1
140,140,0.21059999999950918,351,15.3,0.7540607253898041,10858.005859375,2,2,1
141,141,0.21059999999950918,351,16.500000000000004,0.7525526039390245,14677.09375,1,3,1
142,142,0.21059999999950918,351,16.7,0.7510474987311464,12255.4619140625,3,2,0
143,143,0.20879999999951337,348,13.900000000000002,0.7495454037336841,10458.46875,1,2,1
144,144,0.21059999999950918,351,22.900000000000002,0.7480463129262167,9441.9140625,1,5,1
145,145,0.2141999999995008,357,13.300000000000002,0.7465502203003642,9631.1220703125,1,2,1
146,146,0.20879999999951337,348,22.700000000000003,0.7450571198597635,12202.5625,2,4,1
147,147,0.20879999999951337,348,26.6,0.743567005620044,9711.708984375,3,5,1
148,148,0.20699999999951757,345,11.700000000000001,0.7420798716088038,8955.1796875,0,2,1
149,149,0.20699999999951757,345,15.6,0.7405957118655863,10569.685546875,1,3,0
150,150,0.20699999999951757,345,14.099999999999998,0.7391145204418551,10205.720703125,1,2,1
151,151,0.21059999999950918,351,16.9,0.7376362914009714,8644.3349609375,1,3,1
152,152,0.21059999999950918,351,14.200000000000003,0.7361610188181695,9857.6865234375,1,2,1
153,153,0.20879999999951337,348,16.1,0.7346886967805332,8520.234375,5,0,1
154,154,0.21059999999950918,351,14.8,0.733219319386972,6669.8115234375,2,2,0
155,155,0.20699999999951757,345,32.6,0.7317528807481981,6529.662109375,6,5,1
156,156,0.21059999999950918,351,15.500000000000002,0.7302893749867018,9639.5576171875,2,2,1
157,157,0.20879999999951337,348,13.4,0.7288287962367284,7584.8056640625,1,2,1
158,158,0.20879999999951337,348,15.600000000000001,0.727371138644255,5541.6728515625,2,2,1
159,159,0.20699999999951757,345,24.2,0.7259163963669665,6292.5869140625,2,5,1
160,160,0.20879999999951337,348,20.400000000000002,0.7244645635742325,7602.9873046875,3,3,1
161,161,0.20879999999951337,348,12.400000000000002,0.723015634447084,7366.470703125,2,1,1
162,162,0.21059999999950918,351,16.200000000000003,0.7215696031781899,5780.416015625,2,2,1
163,163,0.20879999999951337,348,13.200000000000001,0.7201264639718334,7239.9052734375,1,2,1
164,164,0.20879999999951337,348,10.900000000000002,0.7186862110438897,6922.15283203125,3,0,0
165,165,0.21059999999950918,351,18.3,0.717248838621802,7194.38134765625,3,2,1
166,166,0.20699999999951757,345,16.1,0.7158143409445584,4543.45556640625,2,2,1
167,167,0.21239999999950498,354,11.8,0.7143827122626694,5693.7041015625,0,2,1
168,168,0.20699999999951757,345,14.200000000000001,0.7129539468381441,6807.3359375,1,2,1
169,169,0.20879999999951337,348,28.800000000000004,0.7115280389444678,7515.16650390625,4,5,1
170,170,0.21239999999950498,354,21.7,0.7101049828665789,7963.1728515625,1,5,0
171,171,0.21059999999950918,351,13.8,0.7086847729008457,5639.546875,1,2,1
172,172,0.20879999999951337,348,15.3,0.707267403355044,5342.029296875,2,2,1
173,173,0.21059999999950918,351,21.700000000000003,0.705852868548334,7059.50927734375,2,4,1
174,174,0.21059999999950918,351,13.8,0.7044411628112373,4831.111328125,1,2,1
175,175,0.21059999999950918,351,13.0,0.7030322804856147,5357.2412109375,1,2,1
176,176,0.20879999999951337,348,26.200000000000003,0.7016262159246435,6546.224609375,6,3,1
177,177,0.20879999999951337,348,21.000000000000004,0.7002229634927942,4123.53955078125,3,3,1
178,178,0.20879999999951337,348,19.3,0.6988225175658086,4139.61328125,5,1,1
179,179,0.21059999999950918,351,17.3,0.697424872530677,5716.1435546875,5,1,0
180,180,0.20879999999951337,348,26.400000000000002,0.6960300227856157,4669.70361328125,3,5,1
181,181,0.20699999999951757,345,19.700000000000003,0.6946379627400444,5478.4150390625,4,2,1
182,182,0.20879999999951337,348,11.9,0.6932486868145643,5889.7802734375,2,1,0
183,183,0.21239999999950498,354,27.1,0.6918621894409351,2517.23046875,7,3,0
184,184,0.20699999999951757,345,18.0,0.6904784650620532,6095.7099609375,5,1,1
185,185,0.21239999999950498,354,11.000000000000002,0.6890975081319292,5016.4912109375,2,1,0
186,186,0.21059999999950918,351,23.900000000000002,0.6877193131156653,5781.44970703125,6,2,1
187,187,0.21059999999950918,351,20.0,0.6863438744894339,3776.763671875,6,1,1
188,188,0.20879999999951337,348,16.400000000000002,0.684971186740455,4079.796630859375,3,2,0
189,189,0.21059999999950918,351,19.5,0.6836012443669741,5918.939453125,3,3,0
190,190,0.2141999999995008,357,18.200000000000003,0.6822340418782402,6682.6845703125,5,1,1
191,191,0.2141999999995008,357,23.700000000000003,0.6808695737944838,4114.5,6,2,1
192,192,0.20879999999951337,348,20.700000000000003,0.6795078346468948,4387.126953125,5,2,0
193,193,0.21239999999950498,354,27.1,0.678148818977601,3725.3173828125,7,3,0
194,194,0.20699999999951757,345,17.8,0.6767925213396458,4491.392578125,3,2,1
195,195,0.20879999999951337,348,16.0,0.6754389362969666,3473.2783203125,4,1,1
196,196,0.20879999999951337,348,13.200000000000001,0.6740880584243727,4031.52099609375,2,1,1
197,197,0.20699999999951757,345,12.500000000000002,0.6727398823075239,4420.9736328125,1,2,0
198,198,0.20879999999951337,348,19.3,0.6713944025429088,3406.0341796875,6,1,0
199,199,0.21059999999950918,351,16.4,0.670051613737823,5237.63134765625,0,4,0
200,200,0.20879999999951337,348,15.799999999999999,0.6687115105103473,4271.3935546875,1,3,0
201,201,0.20699999999951757,345,19.200000000000003,0.6673740874893266,3634.977783203125,5,1,1
202,202,0.20699999999951757,345,20.0,0.6660393393143479,3817.453369140625,8,0,0
203,203,0.20879999999951337,348,15.400000000000002,0.6647072606357192,2846.796142578125,4,1,0
204,204,0.20879999999951337,348,25.6,0.6633778461144477,2675.64306640625,7,2,1
205,205,0.20879999999951337,348,17.1,0.6620510904222189,4640.6611328125,2,3,0
206,206,0.20879999999951337,348,15.7,0.6607269882413744,2698.77783203125,4,1,0
207,207,0.20699999999951757,345,19.1,0.6594055342648917,3901.139404296875,4,2,1
208,208,0.20879999999951337,348,24.5,0.6580867231963619,3783.15625,4,4,0
209,209,0.20699999999951757,345,23.200000000000003,0.6567705497499692,3637.98046875,3,4,1
210,210,0.20879999999951337,348,19.700000000000003,0.6554570086504692,4184.310546875,3,3,0
211,211,0.21239999999950498,354,21.2,0.6541460946331682,3881.5283203125,5,2,1
212,212,0.20699999999951757,345,17.700000000000003,0.6528378024439019,2885.38671875,4,2,0
213,213,0.20699999999951757,345,32.300000000000004,0.6515321268390141,3771.77734375,11,2,0
214,214,0.20519999999952176,342,20.5,0.6502290625853361,3749.9296875,6,1,1
215,215,0.21059999999950918,351,19.8,0.6489286044601654,4650.4052734375,6,1,0
216,216,0.21059999999950918,351,26.6,0.6476307472512451,3648.555419921875,8,2,0
217,217,0.20699999999951757,345,39.400000000000006,0.6463354857567426,2523.472900390625,8,6,1
218,218,0.20879999999951337,348,28.200000000000003,0.6450428147852291,3040.14453125,8,3,0
219,219,0.20699999999951757,345,19.0,0.6437527291556586,4782.9892578125,4,2,1
220,220,0.21059999999950918,351,22.4,0.6424652236973473,4160.88427734375,7,1,1
221,221,0.20699999999951757,345,33.1,0.6411802932499525,3800.58642578125,5,6,1
222,222,0.20879999999951337,348,22.700000000000003,0.6398979326634526,3355.7841796875,6,2,0
223,223,0.20699999999951757,345,24.6,0.6386181367981257,3717.67333984375,5,3,1
224,224,0.20879999999951337,348,21.200000000000003,0.6373409005245295,3260.9345703125,5,2,1
225,225,0.20879999999951337,348,24.6,0.6360662187234805,3603.141845703125,7,2,0
226,226,0.20879999999951337,348,16.700000000000003,0.6347940862860335,1838.379150390625,4,1,1
227,227,0.20879999999951337,348,22.1,0.6335244981134615,3020.31396484375,5,2,1
228,228,0.20879999999951337,348,9.8,0.6322574491172346,3609.15380859375,1,1,0
229,229,0.20699999999951757,345,24.1,0.6309929342190002,3448.56591796875,7,2,0
230,230,0.20699999999951757,345,18.400000000000002,0.6297309483505622,2300.9169921875,4,2,0
231,231,0.20699999999951757,345,24.5,0.6284714864538611,1921.07666015625,7,2,0
232,232,0.20699999999951757,345,27.1,0.6272145434809534,4138.19580078125,5,4,1
233,233,0.20699999999951757,345,17.900000000000002,0.6259601143939915,3778.599609375,5,1,0
234,234,0.20699999999951757,345,22.699999999999996,0.6247081941652035,3443.28173828125,5,3,0
235,235,0.20699999999951757,345,20.6,0.6234587777768731,3480.358642578125,8,0,0
236,236,0.21059999999950918,351,29.300000000000004,0.6222118602213194,3956.7060546875,9,2,1
237,237,0.20879999999951337,348,16.0,0.6209674365008767,2530.701171875,2,2,1
238,238,0.20699999999951757,345,33.5,0.619725501627875,3184.00048828125,11,2,1
239,239,0.21059999999950918,351,19.700000000000003,0.6184860506246193,3525.90234375,4,2,1
240,240,0.20879999999951337,348,13.8,0.61724907852337,2826.881591796875,5,0,0
241,241,0.20699999999951757,345,18.6,0.6160145803663232,3871.71240234375,7,0,0
242,242,0.20699999999951757,345,24.0,0.6147825512055906,2878.7421875,5,3,1
243,243,0.20699999999951757,345,24.3,0.6135529861031793,3139.501708984375,4,4,0
244,244,0.20879999999951337,348,27.8,0.612325880130973,3634.72412109375,7,3,0
245,245,0.20879999999951337,348,27.500000000000004,0.611101228370711,2879.61083984375,8,2,1
246,246,0.20699999999951757,345,32.4,0.6098790259139696,3552.1455078125,9,3,1
247,247,0.20699999999951757,345,18.6,0.6086592678621416,3219.129150390625,7,0,0
248,248,0.21059999999950918,351,32.1,0.6074419493264174,2129.20361328125,8,4,0
249,249,0.20879999999951337,348,25.9,0.6062270654277645,1680.328125,9,1,0
250,250,0.20699999999951757,345,19.5,0.6050146112969089,3235.22119140625,6,1,0
251,251,0.21059999999950918,351,28.900000000000002,0.6038045820743151,3373.240966796875,9,2,0
252,252,0.20699999999951757,345,31.1,0.6025969729101665,3064.76806640625,10,2,1
253,253,0.20699999999951757,345,23.200000000000003,0.6013917789643461,2516.37646484375,9,0,1
254,254,0.20699999999951757,345,27.700000000000003,0.6001889954064175,2577.44921875,7,3,0
255,255,0.21059999999950918,351,32.9,0.5989886174156046,2107.123779296875,11,2,0
256,256,0.21239999999950498,354,40.1,0.5977906401807734,1834.92333984375,13,3,1
257,257,0.21059999999950918,351,24.5,0.5965950589004119,3520.724853515625,5,3,1
258,258,0.20519999999952176,342,31.099999999999998,0.595401868782611,2188.43896484375,10,2,1
259,259,0.20699999999951757,345,36.3,0.5942110650450458,3210.9853515625,10,4,0
260,260,0.21059999999950918,351,27.900000000000002,0.5930226429149558,2844.95556640625,10,1,0
261,261,0.21059999999950918,351,28.3,0.5918365976291259,2499.741455078125,7,3,1
262,262,0.20699999999951757,345,29.800000000000004,0.5906529244338676,2119.436279296875,8,3,0
263,263,0.20879999999951337,348,46.8,0.5894716185849999,2942.178955078125,15,4,0
264,264,0.20879999999951337,348,30.300000000000004,0.5882926753478298,2943.162109375,10,2,0
265,265,0.20879999999951337,348,33.2,0.5871160899971342,1397.626953125,11,2,1
266,266,0.20879999999951337,348,23.700000000000003,0.5859418578171399,2470.849365234375,5,3,0
267,267,0.20879999999951337,348,32.6,0.5847699741015057,2755.46337890625,9,3,1
268,268,0.20699999999951757,345,35.0,0.5836004341533026,2555.056640625,12,2,1
269,269,0.20879999999951337,348,42.2,0.5824332332849961,2185.73388671875,11,5,1
270,270,0.21059999999950918,351,22.500000000000004,0.5812683668184261,2651.67822265625,7,1,1
271,271,0.20699999999951757,345,42.8,0.5801058300847892,1001.4490966796875,13,4,0
272,272,0.20699999999951757,345,30.0,0.5789456184246197,2375.7431640625,11,1,1
273,273,0.20879999999951337,348,33.8,0.5777877271877704,2218.25146484375,13,1,0
274,274,0.20879999999951337,348,44.2,0.5766321517333949,2370.783203125,13,4,1
275,275,0.20699999999951757,345,22.5,0.5754788874299281,2815.8955078125,7,1,1
276,276,0.20519999999952176,342,44.7,0.5743279296550683,2014.243896484375,17,2,0
277,277,0.21059999999950918,351,32.6,0.5731792737957582,2681.15185546875,12,1,1
278,278,0.20699999999951757,345,23.6,0.5720329152481667,2496.53369140625,8,1,0
279,279,0.20699999999951757,345,37.0,0.5708888494176704,2938.47802734375,11,3,1
280,280,0.21059999999950918,351,24.8,0.569747071718835,2142.8046875,10,0,0
281,281,0.20879999999951337,348,26.1,0.5686075775753973,2112.71044921875,9,1,1
282,282,0.20699999999951757,345,35.5,0.5674703624202465,1805.045166015625,12,2,1
283,283,0.20879999999951337,348,35.2,0.5663354216954061,1700.97265625,11,3,0
284,284,0.20699999999951757,345,28.1,0.5652027508520152,1490.77978515625,8,2,1
285,285,0.21059999999950918,351,36.2,0.5640723453503111,1094.5643310546875,11,3,1
286,286,0.20879999999951337,348,30.799999999999997,0.5629442006596105,1506.948486328125,8,3,1
287,287,0.20879999999951337,348,33.900000000000006,0.5618183122582913,2182.43359375,11,2,1
288,288,0.20699999999951757,345,34.2,0.5606946756337747,1950.626953125,12,2,0
289,289,0.20699999999951757,345,29.500000000000004,0.5595732862825071,2459.77392578125,8,3,0
290,290,0.20699999999951757,345,33.300000000000004,0.5584541397099421,2627.72802734375,12,1,1
291,291,0.20879999999951337,348,35.400000000000006,0.5573372314305222,2301.8017578125,12,2,1
292,292,0.20699999999951757,345,42.1,0.5562225569676611,2034.79150390625,11,5,1
293,293,0.20879999999951337,348,34.900000000000006,0.5551101118537257,2414.6845703125,13,1,1
294,294,0.20879999999951337,348,31.000000000000004,0.5539998916300183,913.1630249023438,7,4,1
295,295,0.20699999999951757,345,35.900000000000006,0.5528918918467582,1430.313720703125,14,1,0
296,296,0.20879999999951337,348,21.6,0.5517861080630647,2063.4169921875,5,2,1
297,297,0.21059999999950918,351,41.2,0.5506825358469386,2383.86083984375,12,4,1
298,298,0.20699999999951757,345,34.0,0.5495811707752447,2476.50146484375,11,2,1
299,299,0.20699999999951757,345,27.900000000000002,0.5484820084336942,2247.37646484375,8,2,1
300,300,0.20699999999951757,345,38.2,0.5473850444168268,2641.37353515625,12,3,1
301,301,0.21059999999950918,351,28.700000000000003,0.5462902743279932,1390.95703125,10,1,1
302,302,0.20879999999951337,348,39.7,0.5451976937793371,2012.6842041015625,11,4,1
303,303,0.20699999999951757,345,30.5,0.5441072983917784,1993.43017578125,11,1,1
304,304,0.20699999999951757,345,33.900000000000006,0.5430190837949949,1988.3218994140625,11,2,1
305,305,0.20879999999951337,348,25.500000000000004,0.5419330456274049,2211.5224609375,7,2,1
306,306,0.20880000000144605,348,40.900000000000006,0.5408491795361501,1512.076416015625,15,2,0
307,307,0.20700000000196894,345,32.6,0.5397674811770777,1773.63818359375,9,3,1
308,308,0.20700000000196894,345,40.6,0.5386879462147236,1362.1121826171875,10,5,1
309,309,0.20880000000198606,348,22.7,0.5376105703222942,2164.824951171875,6,2,0
310,310,0.21060000000200318,351,40.6,0.5365353491816496,1949.274169921875,13,3,1
311,311,0.21060000000200318,351,43.10000000000001,0.5354622784832863,1735.865966796875,11,5,1
312,312,0.20700000000196894,345,34.7,0.5343913539263198,2199.24267578125,7,5,1
313,313,0.20700000000196894,345,38.400000000000006,0.5333225712184672,2398.52294921875,10,4,1
314,314,0.20700000000196894,345,41.7,0.5322559260760302,2403.1103515625,9,6,1
315,315,0.20880000000198606,348,30.900000000000002,0.5311914142238782,1754.4246826171875,12,1,0
316,316,0.20700000000196894,345,41.400000000000006,0.5301290313954304,2038.2401123046875,14,3,0
317,317,0.20700000000196894,345,38.099999999999994,0.5290687733326396,1568.9742431640625,10,4,1
318,318,0.20700000000196894,345,37.400000000000006,0.5280106357859743,1998.027587890625,10,4,1
319,319,0.20700000000196894,345,43.7,0.5269546145144024,2397.50048828125,13,4,1
320,320,0.20700000000196894,345,32.5,0.5259007052853736,2363.75390625,9,3,1
321,321,0.20700000000196894,345,31.2,0.5248489038748029,2044.6826171875,8,3,1
322,322,0.20700000000196894,345,27.800000000000004,0.5237992060670532,2181.989013671875,11,0,1
323,323,0.21060000000200318,351,33.900000000000006,0.5227516076549191,1145.28125,10,3,0
324,324,0.20880000000198606,348,35.0,0.5217061044396093,1814.7657470703125,13,1,1
